Date,City,ShelterType,Capacity,Overnight
11/16/2017,Calgary,Adult Emergency,12,11
11/16/2017,Calgary,Adult Emergency,80,72
11/16/2017,Calgary,Adult Emergency,370,368
11/16/2017,Calgary,Women Emergency,6,6
11/16/2017,Calgary,Family Emergency,80,101
11/16/2017,Calgary,Family Emergency,40,19
11/16/2017,Calgary,Family Emergency,60,46
11/17/2017,Calgary,Adult Emergency,850,605
11/17/2017,Calgary,Adult Emergency,125,91
11/17/2017,Calgary,Adult Emergency,12,10
11/17/2017,Calgary,Adult Emergency,80,68
11/17/2017,Calgary,Adult Emergency,370,336
11/17/2017,Calgary,Women Emergency,6,3
11/17/2017,Calgary,Family Emergency,80,85
11/17/2017,Calgary,Family Emergency,40,16
11/17/2017,Calgary,Family Emergency,60,48
11/18/2017,Calgary,Adult Emergency,850,566
11/18/2017,Calgary,Adult Emergency,125,88
11/18/2017,Calgary,Adult Emergency,12,8
11/18/2017,Calgary,Adult Emergency,80,74
11/18/2017,Calgary,Adult Emergency,370,330
11/18/2017,Calgary,Women Emergency,6,5
11/18/2017,Calgary,Family Emergency,80,90
11/18/2017,Calgary,Family Emergency,40,16
11/18/2017,Calgary,Family Emergency,60,48
11/19/2017,Calgary,Adult Emergency,850,599
11/19/2017,Calgary,Adult Emergency,125,98
11/19/2017,Calgary,Adult Emergency,12,6
11/19/2017,Calgary,Adult Emergency,80,74
11/19/2017,Calgary,Adult Emergency,370,347
11/19/2017,Calgary,Women Emergency,6,6
11/19/2017,Calgary,Family Emergency,80,93
11/19/2017,Calgary,Family Emergency,40,20
11/19/2017,Calgary,Family Emergency,60,48
11/20/2017,Calgary,Adult Emergency,850,596
11/20/2017,Calgary,Adult Emergency,125,93
11/20/2017,Calgary,Adult Emergency,12,6
11/20/2017,Calgary,Adult Emergency,80,77
11/20/2017,Calgary,Adult Emergency,370,364
11/20/2017,Calgary,Women Emergency,6,6
11/20/2017,Calgary,Family Emergency,80,94
11/20/2017,Calgary,Family Emergency,40,18
11/20/2017,Calgary,Family Emergency,60,48
11/21/2017,Calgary,Adult Emergency,850,600
11/21/2017,Calgary,Adult Emergency,125,95
11/21/2017,Calgary,Adult Emergency,12,6
11/21/2017,Calgary,Adult Emergency,80,79
11/21/2017,Calgary,Adult Emergency,370,365
11/21/2017,Calgary,Women Emergency,6,6
11/21/2017,Calgary,Family Emergency,80,99
11/21/2017,Calgary,Family Emergency,40,18
11/21/2017,Calgary,Family Emergency,60,45
11/22/2017,Calgary,Adult Emergency,850,610
11/22/2017,Calgary,Adult Emergency,125,92
11/22/2017,Calgary,Adult Emergency,12,6
11/22/2017,Calgary,Adult Emergency,80,75
11/22/2017,Calgary,Adult Emergency,370,342
11/22/2017,Calgary,Women Emergency,6,6
11/22/2017,Calgary,Family Emergency,80,96
11/22/2017,Calgary,Family Emergency,40,20
11/22/2017,Calgary,Family Emergency,60,49
11/23/2017,Calgary,Adult Emergency,850,580
11/23/2017,Calgary,Adult Emergency,125,96
11/23/2017,Calgary,Adult Emergency,12,5
11/23/2017,Calgary,Adult Emergency,80,68
11/23/2017,Calgary,Adult Emergency,370,346
11/23/2017,Calgary,Women Emergency,6,6
11/23/2017,Calgary,Family Emergency,80,96
11/23/2017,Calgary,Family Emergency,40,20
11/23/2017,Calgary,Family Emergency,60,49
11/24/2017,Calgary,Adult Emergency,850,544
11/24/2017,Calgary,Adult Emergency,125,90
11/24/2017,Calgary,Adult Emergency,12,6
11/24/2017,Calgary,Adult Emergency,80,68
11/24/2017,Calgary,Adult Emergency,370,314
11/24/2017,Calgary,Women Emergency,6,5
11/24/2017,Calgary,Family Emergency,80,91
11/24/2017,Calgary,Family Emergency,40,17
11/24/2017,Calgary,Family Emergency,60,47
11/25/2017,Calgary,Adult Emergency,850,479
11/25/2017,Calgary,Adult Emergency,125,83
11/25/2017,Calgary,Adult Emergency,12,5
11/25/2017,Calgary,Adult Emergency,80,58
11/25/2017,Calgary,Adult Emergency,370,299
11/25/2017,Calgary,Women Emergency,6,5
11/25/2017,Calgary,Family Emergency,80,91
11/25/2017,Calgary,Family Emergency,40,17
11/25/2017,Calgary,Family Emergency,60,48
11/26/2017,Calgary,Adult Emergency,850,566
11/26/2017,Calgary,Adult Emergency,125,86
11/26/2017,Calgary,Adult Emergency,12,6
11/26/2017,Calgary,Adult Emergency,80,57
11/26/2017,Calgary,Adult Emergency,370,305
11/26/2017,Calgary,Women Emergency,6,6
11/26/2017,Calgary,Family Emergency,80,89
11/26/2017,Calgary,Family Emergency,40,17
11/26/2017,Calgary,Family Emergency,60,48
11/27/2017,Calgary,Adult Emergency,850,544
11/27/2017,Calgary,Adult Emergency,125,91
11/27/2017,Calgary,Adult Emergency,12,5
11/27/2017,Calgary,Adult Emergency,80,62
11/27/2017,Calgary,Adult Emergency,370,313
11/27/2017,Calgary,Women Emergency,6,5
11/27/2017,Calgary,Family Emergency,80,91
11/27/2017,Calgary,Family Emergency,40,17
11/27/2017,Calgary,Family Emergency,60,48
11/28/2017,Calgary,Adult Emergency,850,525
11/28/2017,Calgary,Adult Emergency,125,92
11/28/2017,Calgary,Adult Emergency,12,5
11/28/2017,Calgary,Adult Emergency,80,62
11/28/2017,Calgary,Adult Emergency,370,323
11/28/2017,Calgary,Women Emergency,6,5
11/28/2017,Calgary,Family Emergency,80,91
11/28/2017,Calgary,Family Emergency,40,17
11/28/2017,Calgary,Family Emergency,60,42
11/29/2017,Calgary,Adult Emergency,850,533
11/29/2017,Calgary,Adult Emergency,125,90
11/29/2017,Calgary,Adult Emergency,12,6
11/29/2017,Calgary,Adult Emergency,80,69
11/29/2017,Calgary,Adult Emergency,370,329
11/29/2017,Calgary,Women Emergency,6,5
11/29/2017,Calgary,Family Emergency,80,84
11/29/2017,Calgary,Family Emergency,40,17
11/29/2017,Calgary,Family Emergency,60,47
11/30/2017,Calgary,Adult Emergency,850,547
11/30/2017,Calgary,Adult Emergency,125,100
11/30/2017,Calgary,Adult Emergency,12,6
11/30/2017,Calgary,Adult Emergency,80,62
11/30/2017,Calgary,Adult Emergency,370,328
11/30/2017,Calgary,Women Emergency,6,5
11/30/2017,Calgary,Family Emergency,80,84
11/30/2017,Calgary,Family Emergency,40,14
11/30/2017,Calgary,Family Emergency,60,47
12/1/2017,Calgary,Adult Emergency,850,547
12/1/2017,Calgary,Adult Emergency,125,97
12/1/2017,Calgary,Adult Emergency,12,3
12/1/2017,Calgary,Adult Emergency,80,65
12/1/2017,Calgary,Adult Emergency,370,333
12/1/2017,Calgary,Women Emergency,6,6
12/1/2017,Calgary,Family Emergency,80,66
12/1/2017,Calgary,Family Emergency,40,18
12/1/2017,Calgary,Family Emergency,60,47
12/2/2017,Calgary,Adult Emergency,850,555
12/2/2017,Calgary,Adult Emergency,125,95
12/2/2017,Calgary,Adult Emergency,12,3
12/2/2017,Calgary,Adult Emergency,80,65
12/2/2017,Calgary,Adult Emergency,370,324
12/2/2017,Calgary,Women Emergency,6,6
12/2/2017,Calgary,Family Emergency,80,67
12/2/2017,Calgary,Family Emergency,40,18
12/2/2017,Calgary,Family Emergency,60,47
12/3/2017,Calgary,Adult Emergency,850,583
12/3/2017,Calgary,Adult Emergency,125,99
12/3/2017,Calgary,Adult Emergency,12,4
12/3/2017,Calgary,Adult Emergency,80,65
12/3/2017,Calgary,Adult Emergency,370,352
12/3/2017,Calgary,Women Emergency,6,6
12/3/2017,Calgary,Family Emergency,80,69
12/3/2017,Calgary,Family Emergency,40,17
12/3/2017,Calgary,Family Emergency,60,47
12/4/2017,Calgary,Adult Emergency,850,573
12/4/2017,Calgary,Adult Emergency,125,98
12/4/2017,Calgary,Adult Emergency,12,5
12/4/2017,Calgary,Adult Emergency,80,72
12/4/2017,Calgary,Adult Emergency,370,365
12/4/2017,Calgary,Women Emergency,6,5
12/4/2017,Calgary,Family Emergency,80,70
12/4/2017,Calgary,Family Emergency,40,18
12/4/2017,Calgary,Family Emergency,60,47
12/5/2017,Calgary,Adult Emergency,850,587
12/5/2017,Calgary,Adult Emergency,125,95
12/5/2017,Calgary,Adult Emergency,12,4
12/5/2017,Calgary,Adult Emergency,80,72
12/5/2017,Calgary,Adult Emergency,370,352
12/5/2017,Calgary,Women Emergency,6,6
12/5/2017,Calgary,Family Emergency,80,70
12/5/2017,Calgary,Family Emergency,40,18
12/5/2017,Calgary,Family Emergency,60,47
12/6/2017,Calgary,Adult Emergency,850,616
12/6/2017,Calgary,Adult Emergency,125,101
12/6/2017,Calgary,Adult Emergency,12,5
12/6/2017,Calgary,Adult Emergency,80,72
12/6/2017,Calgary,Adult Emergency,370,341
12/6/2017,Calgary,Women Emergency,6,4
12/6/2017,Calgary,Family Emergency,80,60
12/6/2017,Calgary,Family Emergency,40,18
12/6/2017,Calgary,Family Emergency,60,47
12/7/2017,Calgary,Adult Emergency,850,555
12/7/2017,Calgary,Adult Emergency,125,86
12/7/2017,Calgary,Adult Emergency,12,5
12/7/2017,Calgary,Adult Emergency,80,71
12/7/2017,Calgary,Adult Emergency,370,353
12/7/2017,Calgary,Women Emergency,6,5
12/7/2017,Calgary,Family Emergency,80,53
12/7/2017,Calgary,Family Emergency,40,18
12/7/2017,Calgary,Family Emergency,60,47
12/8/2017,Calgary,Adult Emergency,850,559
12/8/2017,Calgary,Adult Emergency,125,81
12/8/2017,Calgary,Adult Emergency,12,4
12/8/2017,Calgary,Adult Emergency,80,69
12/8/2017,Calgary,Adult Emergency,370,311
12/8/2017,Calgary,Women Emergency,6,6
12/8/2017,Calgary,Family Emergency,80,56
12/8/2017,Calgary,Family Emergency,40,16
12/8/2017,Calgary,Family Emergency,60,47
12/9/2017,Calgary,Adult Emergency,850,507
12/9/2017,Calgary,Adult Emergency,125,82
12/9/2017,Calgary,Adult Emergency,12,4
12/9/2017,Calgary,Adult Emergency,80,73
12/9/2017,Calgary,Adult Emergency,370,316
12/9/2017,Calgary,Women Emergency,6,6
12/9/2017,Calgary,Family Emergency,80,58
12/9/2017,Calgary,Family Emergency,40,16
12/9/2017,Calgary,Family Emergency,60,47
12/10/2017,Calgary,Adult Emergency,850,570
12/10/2017,Calgary,Adult Emergency,125,94
12/10/2017,Calgary,Adult Emergency,12,3
12/10/2017,Calgary,Adult Emergency,80,72
12/10/2017,Calgary,Adult Emergency,370,340
12/10/2017,Calgary,Women Emergency,6,6
12/10/2017,Calgary,Family Emergency,80,58
12/10/2017,Calgary,Family Emergency,40,18
12/10/2017,Calgary,Family Emergency,60,47
12/11/2017,Calgary,Adult Emergency,850,572
12/11/2017,Calgary,Adult Emergency,125,99
12/11/2017,Calgary,Adult Emergency,12,3
12/11/2017,Calgary,Adult Emergency,80,74
12/11/2017,Calgary,Adult Emergency,370,339
12/11/2017,Calgary,Women Emergency,6,5
12/11/2017,Calgary,Family Emergency,80,61
12/11/2017,Calgary,Family Emergency,40,18
12/11/2017,Calgary,Family Emergency,60,47
12/12/2017,Calgary,Adult Emergency,850,565
12/12/2017,Calgary,Adult Emergency,125,100
12/12/2017,Calgary,Adult Emergency,12,4
12/12/2017,Calgary,Adult Emergency,80,71
12/12/2017,Calgary,Adult Emergency,370,345
12/12/2017,Calgary,Women Emergency,6,6
12/12/2017,Calgary,Family Emergency,80,54
12/12/2017,Calgary,Family Emergency,40,18
12/12/2017,Calgary,Family Emergency,60,47
12/13/2017,Calgary,Adult Emergency,850,592
12/13/2017,Calgary,Adult Emergency,125,102
12/13/2017,Calgary,Adult Emergency,12,4
12/13/2017,Calgary,Adult Emergency,80,70
12/13/2017,Calgary,Adult Emergency,370,347
12/13/2017,Calgary,Women Emergency,6,6
12/13/2017,Calgary,Family Emergency,80,54
12/13/2017,Calgary,Family Emergency,40,18
12/13/2017,Calgary,Family Emergency,60,47
12/14/2017,Calgary,Adult Emergency,850,570
12/14/2017,Calgary,Adult Emergency,125,87
12/14/2017,Calgary,Adult Emergency,12,3
12/14/2017,Calgary,Adult Emergency,80,76
12/14/2017,Calgary,Adult Emergency,370,334
12/14/2017,Calgary,Women Emergency,6,6
12/14/2017,Calgary,Family Emergency,80,55
12/14/2017,Calgary,Family Emergency,40,18
12/14/2017,Calgary,Family Emergency,60,47
12/15/2017,Calgary,Adult Emergency,850,524
12/15/2017,Calgary,Adult Emergency,125,91
12/15/2017,Calgary,Adult Emergency,12,2
12/15/2017,Calgary,Adult Emergency,80,80
12/15/2017,Calgary,Adult Emergency,370,322
12/15/2017,Calgary,Women Emergency,6,6
12/15/2017,Calgary,Family Emergency,80,55
12/15/2017,Calgary,Family Emergency,40,18
12/15/2017,Calgary,Family Emergency,60,47
12/16/2017,Calgary,Adult Emergency,850,539
12/16/2017,Calgary,Adult Emergency,125,80
12/16/2017,Calgary,Adult Emergency,12,2
12/16/2017,Calgary,Adult Emergency,80,78
12/16/2017,Calgary,Adult Emergency,370,311
12/16/2017,Calgary,Women Emergency,6,6
12/16/2017,Calgary,Family Emergency,80,55
12/16/2017,Calgary,Family Emergency,40,20
12/16/2017,Calgary,Family Emergency,60,47
12/17/2017,Calgary,Adult Emergency,850,550
12/17/2017,Calgary,Adult Emergency,125,97
12/17/2017,Calgary,Adult Emergency,12,3
12/17/2017,Calgary,Adult Emergency,80,80
12/17/2017,Calgary,Adult Emergency,370,327
12/17/2017,Calgary,Women Emergency,6,6
12/17/2017,Calgary,Family Emergency,80,55
12/17/2017,Calgary,Family Emergency,40,20
12/17/2017,Calgary,Family Emergency,60,47
12/18/2017,Calgary,Adult Emergency,850,583
12/18/2017,Calgary,Adult Emergency,125,107
12/18/2017,Calgary,Adult Emergency,12,3
12/18/2017,Calgary,Adult Emergency,80,79
12/18/2017,Calgary,Adult Emergency,370,318
12/18/2017,Calgary,Women Emergency,6,6
12/18/2017,Calgary,Family Emergency,80,61
12/18/2017,Calgary,Family Emergency,40,21
12/18/2017,Calgary,Family Emergency,60,47
12/19/2017,Calgary,Adult Emergency,850,562
12/19/2017,Calgary,Adult Emergency,125,86
12/19/2017,Calgary,Adult Emergency,12,3
12/19/2017,Calgary,Adult Emergency,80,78
12/19/2017,Calgary,Adult Emergency,370,293
12/19/2017,Calgary,Women Emergency,6,5
12/19/2017,Calgary,Family Emergency,80,62
12/19/2017,Calgary,Family Emergency,40,16
12/19/2017,Calgary,Family Emergency,60,47
12/20/2017,Calgary,Adult Emergency,850,492
12/20/2017,Calgary,Adult Emergency,125,82
12/20/2017,Calgary,Adult Emergency,12,4
12/20/2017,Calgary,Adult Emergency,80,75
12/20/2017,Calgary,Adult Emergency,370,298
12/20/2017,Calgary,Women Emergency,6,5
12/20/2017,Calgary,Family Emergency,80,62
12/20/2017,Calgary,Family Emergency,40,18
12/20/2017,Calgary,Family Emergency,60,47
12/21/2017,Calgary,Adult Emergency,850,554
12/21/2017,Calgary,Adult Emergency,125,82
12/21/2017,Calgary,Adult Emergency,12,5
12/21/2017,Calgary,Adult Emergency,80,71
12/21/2017,Calgary,Adult Emergency,370,306
12/21/2017,Calgary,Women Emergency,6,4
12/21/2017,Calgary,Family Emergency,80,75
12/21/2017,Calgary,Family Emergency,40,18
12/21/2017,Calgary,Family Emergency,60,47
12/22/2017,Calgary,Adult Emergency,850,524
12/22/2017,Calgary,Adult Emergency,125,75
12/22/2017,Calgary,Adult Emergency,12,6
12/22/2017,Calgary,Adult Emergency,80,66
12/22/2017,Calgary,Adult Emergency,370,293
12/22/2017,Calgary,Women Emergency,6,5
12/22/2017,Calgary,Family Emergency,80,69
12/22/2017,Calgary,Family Emergency,40,18
12/22/2017,Calgary,Family Emergency,60,47
12/23/2017,Calgary,Adult Emergency,850,567
12/23/2017,Calgary,Adult Emergency,125,75
12/23/2017,Calgary,Adult Emergency,12,2
12/23/2017,Calgary,Adult Emergency,80,63
12/23/2017,Calgary,Adult Emergency,370,294
12/23/2017,Calgary,Women Emergency,6,5
12/23/2017,Calgary,Family Emergency,80,67
12/23/2017,Calgary,Family Emergency,40,18
12/23/2017,Calgary,Family Emergency,60,47
12/24/2017,Calgary,Adult Emergency,850,558
12/24/2017,Calgary,Adult Emergency,125,77
12/24/2017,Calgary,Adult Emergency,12,0
12/24/2017,Calgary,Adult Emergency,80,59
12/24/2017,Calgary,Adult Emergency,370,300
12/24/2017,Calgary,Women Emergency,6,5
12/24/2017,Calgary,Family Emergency,80,63
12/24/2017,Calgary,Family Emergency,40,18
12/24/2017,Calgary,Family Emergency,60,47
12/25/2017,Calgary,Adult Emergency,850,551
12/25/2017,Calgary,Adult Emergency,125,89
12/25/2017,Calgary,Adult Emergency,12,1
12/25/2017,Calgary,Adult Emergency,80,60
12/25/2017,Calgary,Adult Emergency,370,318
12/25/2017,Calgary,Women Emergency,6,6
12/25/2017,Calgary,Family Emergency,80,63
12/25/2017,Calgary,Family Emergency,40,17
12/25/2017,Calgary,Family Emergency,60,47
12/26/2017,Calgary,Adult Emergency,850,602
12/26/2017,Calgary,Adult Emergency,125,85
12/26/2017,Calgary,Adult Emergency,12,1
12/26/2017,Calgary,Adult Emergency,80,63
12/26/2017,Calgary,Adult Emergency,370,344
12/26/2017,Calgary,Women Emergency,6,5
12/26/2017,Calgary,Family Emergency,80,63
12/26/2017,Calgary,Family Emergency,40,18
12/26/2017,Calgary,Family Emergency,60,47
12/27/2017,Calgary,Adult Emergency,850,611
12/27/2017,Calgary,Adult Emergency,125,91
12/27/2017,Calgary,Adult Emergency,12,2
12/27/2017,Calgary,Adult Emergency,80,64
12/27/2017,Calgary,Adult Emergency,370,352
12/27/2017,Calgary,Women Emergency,6,5
12/27/2017,Calgary,Family Emergency,80,63
12/27/2017,Calgary,Family Emergency,40,19
12/27/2017,Calgary,Family Emergency,60,47
12/28/2017,Calgary,Adult Emergency,850,609
12/28/2017,Calgary,Adult Emergency,125,91
12/28/2017,Calgary,Adult Emergency,12,3
12/28/2017,Calgary,Adult Emergency,80,66
12/28/2017,Calgary,Adult Emergency,370,366
12/28/2017,Calgary,Women Emergency,6,6
12/28/2017,Calgary,Family Emergency,80,75
12/28/2017,Calgary,Family Emergency,40,19
12/28/2017,Calgary,Family Emergency,60,47
12/29/2017,Calgary,Adult Emergency,850,618
12/29/2017,Calgary,Adult Emergency,125,94
12/29/2017,Calgary,Adult Emergency,12,4
12/29/2017,Calgary,Adult Emergency,80,68
12/29/2017,Calgary,Adult Emergency,370,355
12/29/2017,Calgary,Women Emergency,6,6
12/29/2017,Calgary,Family Emergency,80,72
12/29/2017,Calgary,Family Emergency,40,18
12/29/2017,Calgary,Family Emergency,60,47
12/30/2017,Calgary,Adult Emergency,850,647
12/30/2017,Calgary,Adult Emergency,125,87
12/30/2017,Calgary,Adult Emergency,12,6
12/30/2017,Calgary,Adult Emergency,80,66
12/30/2017,Calgary,Adult Emergency,370,350
12/30/2017,Calgary,Women Emergency,6,6
12/30/2017,Calgary,Family Emergency,80,68
12/30/2017,Calgary,Family Emergency,40,18
12/30/2017,Calgary,Family Emergency,60,47
12/31/2017,Calgary,Adult Emergency,850,600
12/31/2017,Calgary,Adult Emergency,125,87
12/31/2017,Calgary,Adult Emergency,12,5
12/31/2017,Calgary,Adult Emergency,80,66
12/31/2017,Calgary,Adult Emergency,370,326
12/31/2017,Calgary,Women Emergency,6,6
12/31/2017,Calgary,Family Emergency,80,96
12/31/2017,Calgary,Family Emergency,40,18
12/31/2017,Calgary,Family Emergency,60,47
1/1/2018,Calgary,Adult Emergency,850,601
1/1/2018,Calgary,Adult Emergency,125,88
1/1/2018,Calgary,Adult Emergency,12,5
1/1/2018,Calgary,Adult Emergency,80,72
1/1/2018,Calgary,Adult Emergency,370,345
1/1/2018,Calgary,Women Emergency,6,6
1/1/2018,Calgary,Family Emergency,80,69
1/1/2018,Calgary,Family Emergency,40,18
1/1/2018,Calgary,Family Emergency,60,47
1/2/2018,Calgary,Adult Emergency,850,594
1/2/2018,Calgary,Adult Emergency,125,81
1/2/2018,Calgary,Adult Emergency,12,5
1/2/2018,Calgary,Adult Emergency,80,73
1/2/2018,Calgary,Adult Emergency,370,336
1/2/2018,Calgary,Women Emergency,6,5
1/2/2018,Calgary,Family Emergency,80,63
1/2/2018,Calgary,Family Emergency,40,18
1/2/2018,Calgary,Family Emergency,60,47
1/3/2018,Calgary,Adult Emergency,850,592
1/3/2018,Calgary,Adult Emergency,125,84
1/3/2018,Calgary,Adult Emergency,12,5
1/3/2018,Calgary,Adult Emergency,80,68
1/3/2018,Calgary,Adult Emergency,370,331
1/3/2018,Calgary,Women Emergency,6,5
1/3/2018,Calgary,Family Emergency,80,59
1/3/2018,Calgary,Family Emergency,40,18
1/3/2018,Calgary,Family Emergency,60,47
1/4/2018,Calgary,Adult Emergency,850,561
1/4/2018,Calgary,Adult Emergency,125,91
1/4/2018,Calgary,Adult Emergency,12,7
1/4/2018,Calgary,Adult Emergency,80,67
1/4/2018,Calgary,Adult Emergency,370,340
1/4/2018,Calgary,Women Emergency,6,6
1/4/2018,Calgary,Family Emergency,80,66
1/4/2018,Calgary,Family Emergency,40,18
1/4/2018,Calgary,Family Emergency,60,47
1/5/2018,Calgary,Adult Emergency,850,560
1/5/2018,Calgary,Adult Emergency,125,78
1/5/2018,Calgary,Adult Emergency,12,9
1/5/2018,Calgary,Adult Emergency,80,68
1/5/2018,Calgary,Adult Emergency,370,297
1/5/2018,Calgary,Women Emergency,6,4
1/5/2018,Calgary,Family Emergency,80,71
1/5/2018,Calgary,Family Emergency,40,17
1/5/2018,Calgary,Family Emergency,60,45
1/6/2018,Calgary,Adult Emergency,850,574
1/6/2018,Calgary,Adult Emergency,125,78
1/6/2018,Calgary,Adult Emergency,12,8
1/6/2018,Calgary,Adult Emergency,80,68
1/6/2018,Calgary,Adult Emergency,370,303
1/6/2018,Calgary,Women Emergency,6,6
1/6/2018,Calgary,Family Emergency,80,68
1/6/2018,Calgary,Family Emergency,40,19
1/6/2018,Calgary,Family Emergency,60,45
1/7/2018,Calgary,Adult Emergency,850,609
1/7/2018,Calgary,Adult Emergency,125,90
1/7/2018,Calgary,Adult Emergency,12,9
1/7/2018,Calgary,Adult Emergency,80,73
1/7/2018,Calgary,Adult Emergency,370,341
1/7/2018,Calgary,Women Emergency,6,6
1/7/2018,Calgary,Family Emergency,80,70
1/7/2018,Calgary,Family Emergency,40,18
1/7/2018,Calgary,Family Emergency,60,45
1/8/2018,Calgary,Adult Emergency,850,575
1/8/2018,Calgary,Adult Emergency,125,96
1/8/2018,Calgary,Adult Emergency,12,8
1/8/2018,Calgary,Adult Emergency,80,73
1/8/2018,Calgary,Adult Emergency,370,350
1/8/2018,Calgary,Women Emergency,6,5
1/8/2018,Calgary,Family Emergency,80,76
1/8/2018,Calgary,Family Emergency,40,18
1/8/2018,Calgary,Family Emergency,60,45
1/9/2018,Calgary,Adult Emergency,850,621
1/9/2018,Calgary,Adult Emergency,125,100
1/9/2018,Calgary,Adult Emergency,12,7
1/9/2018,Calgary,Adult Emergency,80,72
1/9/2018,Calgary,Adult Emergency,370,370
1/9/2018,Calgary,Women Emergency,6,5
1/9/2018,Calgary,Family Emergency,80,71
1/9/2018,Calgary,Family Emergency,40,18
1/9/2018,Calgary,Family Emergency,60,47
1/10/2018,Calgary,Adult Emergency,850,620
1/10/2018,Calgary,Adult Emergency,125,97
1/10/2018,Calgary,Adult Emergency,12,7
1/10/2018,Calgary,Adult Emergency,80,77
1/10/2018,Calgary,Adult Emergency,370,370
1/10/2018,Calgary,Women Emergency,6,4
1/10/2018,Calgary,Family Emergency,80,70
1/10/2018,Calgary,Family Emergency,40,18
1/10/2018,Calgary,Family Emergency,60,47
1/11/2018,Calgary,Adult Emergency,850,652
